observed_on,updated_at,num_identification_agreements,place_guess,latitude,longitude,positional_accuracy,public_positional_accuracy,scientific_name,common_name
11/4/2023,2023-11-04 20:51:52 UTC,0,"Angeles National Forest, La Canada Flintridge, CA, US",34.22667833,-118.1797467,4,4,Quercus agrifolia,coast live oak
11/4/2023,2023-11-05 05:48:47 UTC,1,"Angeles National Forest, La Canada Flintridge, CA, US",34.22127833,-118.177375,9,9,Quercus agrifolia,coast live oak
11/4/2023,2023-11-05 05:48:20 UTC,1,"Angeles National Forest, Pasadena, CA, US",34.20932833,-118.170975,11,11,Quercus agrifolia,coast live oak
11/4/2023,2023-11-07 09:58:28 UTC,1,"California, US",34.11596023,-118.7925379,25,28874,Quercus agrifolia,coast live oak
11/5/2023,2024-08-30 02:34:10 UTC,4,"Chatsworth, CA 91311, USA",34.31596542,-118.6080135,3,3,Quercus agrifolia,coast live oak
11/5/2023,2023-11-06 07:58:54 UTC,1,"Getty Center, Los Angeles, CA, US",34.07615,-118.4754717,4,4,Quercus agrifolia,coast live oak
11/6/2023,2023-11-06 21:26:07 UTC,1,"Will Rogers State Historic Park, Los Angeles, CA, US",34.04758883,-118.5131533,4,4,Quercus agrifolia,coast live oak
11/7/2023,2023-11-09 01:24:56 UTC,1,"La Verne, CA 91750, USA",34.130975,-117.7814977,,,Quercus agrifolia,coast live oak
11/8/2023,2023-11-09 03:16:43 UTC,1,"Diamond Bar High School, Diamond Bar, CA, US",33.98184121,-117.8378441,4,4,Quercus agrifolia,coast live oak
11/8/2023,2023-11-09 04:36:43 UTC,2,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.09722809,-118.2012595,4,4,Quercus agrifolia,coast live oak
11/8/2023,2023-11-09 01:17:48 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.09912947,-118.2037094,78,78,Quercus agrifolia,coast live oak
11/8/2023,2023-11-09 08:00:33 UTC,2,"Montecito Heights, Los Angeles, CA, USA",34.09772333,-118.20166,6,6,Quercus agrifolia,coast live oak
8/15/2023,2023-11-10 01:08:06 UTC,1,"West Hills, Los Angeles, CA, USA",34.1959497,-118.6629907,,,Quercus agrifolia,coast live oak
11/3/2023,2023-11-10 01:54:59 UTC,1,"Los Angeles County, CA, USA",34.6098048,-118.3945718,31,31,Quercus agrifolia,coast live oak
11/9/2023,2023-11-17 18:24:27 UTC,1,"5P35+PV, Los Angeles, CA 90027, USA",34.15230556,-118.2899389,,,Quercus agrifolia,coast live oak
11/9/2023,2023-12-16 05:21:01 UTC,2,"Scholl Dr, Glendale, CA, US",34.14881383,-118.21778,4,4,Quercus agrifolia,coast live oak
11/11/2023,2023-11-30 05:13:04 UTC,2,"Los Angeles Zoo, Los Angeles, CA, US",34.14794529,-118.2843928,21,21,Quercus agrifolia,coast live oak
11/11/2023,2023-11-12 20:29:52 UTC,1,"Los Angeles Zoo, Los Angeles, CA, US",34.1478985,-118.2843652,8,8,Quercus agrifolia,coast live oak
11/11/2023,2023-11-13 04:56:48 UTC,1,"Los Angeles, CA 90027, USA",34.1484222,-118.2842843,45,45,Quercus agrifolia,coast live oak
11/11/2023,2023-11-13 03:29:32 UTC,1,"Park Row Dr, Los Angeles, CA, US",34.0783,-118.232505,5,5,Quercus agrifolia,coast live oak
11/11/2023,2023-11-12 02:58:25 UTC,1,"Topanga State Park, Los Angeles, CA, US",34.09961667,-118.5787283,4,4,Quercus agrifolia,coast live oak
11/12/2023,2024-08-30 02:34:10 UTC,1,"Santa Clarita, CA 91321, USA",34.34443573,-118.5224004,4,4,Quercus agrifolia,coast live oak
11/9/2023,2023-11-13 04:56:05 UTC,1,"5P35+PV, Los Angeles, CA 90027, USA",34.15230556,-118.2899389,,,Quercus agrifolia,coast live oak
11/12/2023,2023-11-13 01:47:25 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.09831667,-118.2008217,19,19,Quercus agrifolia,coast live oak
11/12/2023,2023-11-14 03:15:32 UTC,1,"El Escorpión Park, Los Angeles, CA, US",34.19728648,-118.6643789,1317,1317,Quercus agrifolia,coast live oak
11/13/2023,2023-11-14 03:13:17 UTC,1,"Los Angeles, CA 90065, USA",34.09700465,-118.2360198,12,12,Quercus agrifolia,coast live oak
11/9/2023,2023-11-17 18:24:39 UTC,2,"Griffith Park, Los Angeles, CA, US",34.15210283,-118.2890167,4,4,Quercus agrifolia,coast live oak
11/14/2023,2023-11-16 03:36:44 UTC,1,"Ed Davis Park in Towsley Canyon, Newhall, CA, US",34.356505,-118.56768,4,4,Quercus agrifolia,coast live oak
11/14/2023,2023-11-17 18:24:21 UTC,1,"Santa Clarita Woodlands Park, Newhall, CA, US",34.350825,-118.5764083,3,3,Quercus agrifolia,coast live oak
11/9/2023,2023-11-15 18:24:46 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.097375,-118.2004383,4,4,Quercus agrifolia,coast live oak
11/15/2023,2023-12-16 03:03:50 UTC,2,"Angeles National Forest, Pasadena, CA, US",34.20128406,-118.0951624,1470,1470,Quercus agrifolia,coast live oak
11/15/2023,2023-11-17 16:56:23 UTC,1,"Angeles National Forest, Pasadena, CA, US",34.19940603,-118.0949971,1992,1992,Quercus agrifolia,coast live oak
11/17/2023,2024-01-17 05:49:24 UTC,1,"Beaudry Blvd, Glendale, CA, US",34.19345799,-118.2417039,7,7,Quercus agrifolia,coast live oak
11/17/2023,2023-11-18 14:55:37 UTC,2,"Montrose Ave, Montrose, CA, US",34.19165675,-118.2444293,4,4,Quercus agrifolia,coast live oak
11/16/2023,2023-11-19 04:08:33 UTC,3,"Eaton Canyon Falls Trail, Altadena, CA 91001",34.194609,-118.102501,194,194,Quercus agrifolia,coast live oak
11/18/2023,2023-11-19 04:34:45 UTC,2,"Los Angeles County, US-CA, US",34.04771669,-118.4719688,5,28874,Quercus agrifolia,coast live oak
11/10/2023,2023-11-19 17:02:49 UTC,1,"Placeritos Blvd, Santa Clarita, CA, US",34.382645,-118.504555,22,22,Quercus agrifolia,coast live oak
11/19/2023,2023-12-15 21:37:45 UTC,1,"Lake View Terrace, Los Angeles, CA, USA",34.27217912,-118.3673826,6,6,Quercus agrifolia,coast live oak
11/18/2023,2024-11-23 17:29:10 UTC,0,"Topanga, CA, USA",34.09067167,-118.6166883,250,250,Quercus agrifolia,coast live oak
11/18/2023,2023-12-05 19:23:53 UTC,1,"Topanga, CA, USA",34.09342833,-118.6093583,50,50,Quercus agrifolia,coast live oak
11/18/2023,2023-11-20 06:17:35 UTC,0,"Topanga, CA, USA",34.09362336,-118.6052089,61,61,Quercus agrifolia,coast live oak
11/18/2023,2023-11-20 15:32:43 UTC,1,"Topanga, CA, USA",34.09349929,-118.604651,112,112,Quercus agrifolia,coast live oak
11/20/2023,2024-08-30 02:34:10 UTC,1,"Los Angeles County, US-CA, US",34.36787221,-118.5463441,,28846,Quercus agrifolia,coast live oak
11/20/2023,2023-11-21 03:37:27 UTC,1,"Diamond Bar, CA, USA",34.00446667,-117.8029667,,,Quercus agrifolia,coast live oak
11/21/2023,2023-11-21 20:10:00 UTC,1,"Eaton Canyon Nature Center Associates, Pasadena, CA, US",34.17756009,-118.0971584,20,20,Quercus agrifolia,coast live oak
11/21/2023,2023-12-05 19:21:39 UTC,1,"Whitney Canyon Park, Santa Clarita, CA, US",34.36528333,-118.4994133,10,10,Quercus agrifolia,coast live oak
11/20/2023,2023-11-23 17:56:49 UTC,1,"Malibu Creek State Park, Agoura Hills, CA, US",34.1001195,-118.7275,49,49,Quercus agrifolia,coast live oak
11/22/2023,2023-12-15 21:34:10 UTC,1,"Los Angeles County, US-CA, US",34.16207745,-118.0334762,23,28874,Quercus agrifolia,coast live oak
11/23/2023,2024-09-21 00:25:51 UTC,1,"Begonias Ln, Santa Clarita, CA, US",34.43846702,-118.3951552,3,3,Quercus agrifolia,coast live oak
11/24/2023,2023-12-05 19:11:30 UTC,1,"San Dimas, CA, USA",34.0908528,-117.7944405,96,96,Quercus agrifolia,coast live oak
5/3/2018,2023-12-05 19:11:20 UTC,1,"Central Malibu, Malibu, CA, USA",34.03759795,-118.7472504,500,500,Quercus agrifolia,coast live oak
11/26/2023,2023-12-16 16:43:08 UTC,1,"Palmdale, CA 93552, USA",34.37103,-118.399261,,,Quercus agrifolia,coast live oak
11/26/2023,2023-12-08 17:11:22 UTC,1,"Oat Mountain, Chatsworth, CA, US",34.29046167,-118.6029533,4,4,Quercus agrifolia,coast live oak
11/25/2023,2023-12-15 18:27:53 UTC,1,"Lower Arroyo Park Area, Pasadena, CA, US",34.14372217,-118.16713,470,470,Quercus agrifolia,coast live oak
11/24/2023,2023-11-28 20:34:01 UTC,2,"Topanga State Park, Los Angeles, CA, US",34.04731482,-118.5598032,34,34,Quercus agrifolia,coast live oak
11/28/2023,2023-12-15 18:26:24 UTC,1,"Aliso Canyon Park, Los Angeles, CA, US",34.28340333,-118.5273133,4,4,Quercus agrifolia,coast live oak
11/28/2023,2023-12-18 19:41:26 UTC,1,"Descanso Dr, La Cañada Flintridge, CA, US",34.20188,-118.212425,4,4,Quercus agrifolia,coast live oak
12/1/2023,2023-12-03 01:43:40 UTC,2,"Justice St, Los Angeles, CA, US",34.216805,-118.641525,45,45,Quercus agrifolia,coast live oak
12/2/2023,2023-12-03 01:34:19 UTC,1,"Normandy Dr, Pasadena, CA, US",34.17937347,-118.1752885,9,9,Quercus agrifolia,coast live oak
12/2/2023,2023-12-05 19:07:21 UTC,2,"Murphy Ranch Park, Whittier, CA, US",33.95749728,-117.9855919,7,7,Quercus agrifolia,coast live oak
12/2/2023,2023-12-03 14:57:33 UTC,2,"La Casita Del Arroyo, Pasadena, CA, US",34.14146383,-118.1670383,5,5,Quercus agrifolia,coast live oak
12/2/2023,2023-12-03 14:56:50 UTC,2,"Lower Arroyo Park Area, Pasadena, CA, US",34.14193333,-118.1674333,4,4,Quercus agrifolia,coast live oak
12/3/2023,2024-07-17 17:24:25 UTC,1,"Rivas Canyon Trail, Los Angeles, CA, US",34.05192563,-118.51642,653,653,Quercus agrifolia,coast live oak
12/3/2023,2023-12-03 22:50:19 UTC,1,"Sierra Madre, CA 91024, USA",34.17133916,-118.0615788,192,192,Quercus agrifolia agrifolia,California Live Oak
12/3/2023,2023-12-07 23:41:35 UTC,2,"Los Angeles State Historic Park, Los Angeles, CA, US",34.07011667,-118.228645,4,4,Quercus agrifolia,coast live oak
12/3/2023,2023-12-07 23:41:08 UTC,2,"Los Angeles State Historic Park, Los Angeles, CA, US",34.07014206,-118.2287114,4,4,Quercus agrifolia,coast live oak
12/3/2023,2023-12-07 19:02:43 UTC,2,"N Spring St, Los Angeles, CA, US",34.07047905,-118.2284034,6,6,Quercus agrifolia,coast live oak
12/3/2023,2023-12-04 06:34:29 UTC,1,"Griffith Park, Los Angeles, CA, US",34.14414717,-118.295325,36,36,Quercus agrifolia,coast live oak
12/3/2023,2023-12-04 06:34:11 UTC,1,"San Gabriel River Bike Path, Azusa, CA, US",34.159875,-117.9085467,7,7,Quercus agrifolia,coast live oak
12/3/2023,2023-12-05 03:25:26 UTC,2,"Long Beach, CA, USA",33.80844012,-118.0884511,83,83,Quercus agrifolia,coast live oak
11/14/2023,2024-06-02 16:19:04 UTC,1,"Scripps College, Claremont, CA, US",34.10448333,-117.71032,8,8,Quercus agrifolia,coast live oak
11/23/2023,2023-12-08 04:03:52 UTC,1,"Angeles MRCA Open Space, Los Angeles, California, United States",34.21840556,-118.1369778,10,10,Quercus agrifolia,coast live oak
12/8/2023,2023-12-15 17:13:30 UTC,2,"Madrona Av + Plaza Del Amo, Torrance, CA 90505, USA",33.82871758,-118.3441981,9,9,Quercus agrifolia,coast live oak
12/8/2023,2023-12-11 16:38:42 UTC,2,"Eaton Canyon Trail, Pasadena, CA, US",34.18404599,-118.097368,24,24,Quercus agrifolia oxyadenia,Southern Coast Live Oak
12/8/2023,2023-12-16 05:56:55 UTC,2,"Eaton Canyon Natural Area, Los Angeles, California, United States",34.18221667,-118.0968167,14,14,Quercus agrifolia,coast live oak
12/8/2023,2023-12-14 04:45:54 UTC,2,"Eaton Canyon Natural Area, Los Angeles, California, United States",34.18476111,-118.0988222,9,9,Quercus agrifolia,coast live oak
12/8/2023,2023-12-10 17:19:32 UTC,1,"Los Angeles, California, United States",34.18495278,-118.101075,808,808,Quercus agrifolia,coast live oak
12/9/2023,2024-08-31 02:09:11 UTC,1,"Los Angeles, CA, USA",34.07133552,-118.5644616,2,2,Quercus agrifolia,coast live oak
12/10/2023,2023-12-11 03:17:41 UTC,1,"El Dorado Park, Long Beach, CA, USA",33.81503649,-118.0790886,17656,17656,Quercus agrifolia,coast live oak
12/10/2023,2024-03-19 19:11:19 UTC,1,"San Gabriel Mountains National Monument, Glendora, CA, US",34.24256333,-117.8732833,,,Quercus agrifolia,coast live oak
12/10/2023,2024-11-04 03:08:08 UTC,2,"Pasadena, CA, US",34.18769167,-118.1005695,4,4,Quercus agrifolia agrifolia,California Live Oak
12/11/2023,2024-09-22 14:36:48 UTC,1,"Walnut, CA, USA",34.04741672,-117.8442466,4,4,Quercus agrifolia,coast live oak
12/10/2023,2023-12-13 04:17:40 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.12246383,-118.1728283,25,25,Quercus agrifolia,coast live oak
12/10/2023,2023-12-13 04:17:55 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.12235283,-118.1732867,8,8,Quercus agrifolia,coast live oak
12/10/2023,2023-12-13 04:18:07 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.1223195,-118.1730583,40,40,Quercus agrifolia,coast live oak
12/10/2023,2023-12-13 04:18:21 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.1223195,-118.1733783,12,12,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:58 UTC,2,"Madrona Marsh Preserve & Nature Center, Torrance, CA, US",33.828455,-118.3424217,4,4,Quercus agrifolia,coast live oak
12/10/2023,2023-12-13 04:18:45 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.12223883,-118.1733783,16,16,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:54 UTC,1,"Rutland Ave, Los Angeles, CA, US",34.1236195,-118.1724867,61,61,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:36 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.122575,-118.1727133,35,35,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:26 UTC,1,"Rutland Ave, Los Angeles, CA, US",34.12254717,-118.172425,35,35,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:18 UTC,1,"Staley Ln, Los Angeles, CA, US",34.122325,-118.1734383,30,30,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:50:08 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.12211117,-118.173425,5,5,Quercus agrifolia,coast live oak
12/10/2023,2023-12-15 16:49:52 UTC,1,"N Avenue 66, Los Angeles, CA, US",34.12248617,-118.1728133,35,35,Quercus agrifolia,coast live oak
12/2/2023,2023-12-13 01:57:22 UTC,1,"Griffith Park, Los Angeles, CA, US",34.11799717,-118.29373,25,25,Quercus agrifolia,coast live oak
12/12/2023,2023-12-13 04:50:11 UTC,1,"Mt. Wilson Trailhead, Mt Wilson Trail, Sierra Madre, CA 91024, USA",34.1707482,-118.0487316,74,74,Quercus agrifolia oxyadenia,Southern Coast Live Oak
5/23/2020,2023-12-25 04:03:36 UTC,1,"Cold Creek Canyon Preserve, Calabasas, CA, US",34.0996555,-118.6576,16,16,Quercus agrifolia,coast live oak
12/14/2023,2023-12-16 04:08:43 UTC,1,"Glendora, CA 91740, USA",34.1243597,-117.8532094,,,Quercus agrifolia,coast live oak
12/15/2023,2024-05-10 18:38:15 UTC,1,"Whitehall Ct, Glendale, CA, US",34.16463883,-118.2048033,4,4,Quercus agrifolia,coast live oak
12/16/2023,2023-12-17 17:59:46 UTC,1,"Burbank Motorway, Claremont, CA, US",34.14493883,-117.7087867,4,4,Quercus agrifolia,coast live oak
12/17/2023,2023-12-18 05:04:22 UTC,1,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.08540307,-118.7092083,9,9,Quercus agrifolia,coast live oak
12/17/2023,2023-12-19 20:56:35 UTC,1,"Malibu Creek State Park, Calabasas, CA, US",34.1002305,-118.7225883,3,3,Quercus agrifolia,coast live oak
12/15/2023,2023-12-20 00:13:28 UTC,1,"High Land Park, Los Angeles, CA, US",34.12154717,-118.207305,35,35,Quercus agrifolia,coast live oak
12/18/2023,2024-01-01 18:24:58 UTC,2,"S Brand Blvd, Los Angeles, CA, US",34.27216055,-118.458326,5,5,Quercus agrifolia,coast live oak
12/18/2023,2024-02-13 06:37:13 UTC,2,"Mount Wilson Rd, Pasadena, CA, US",34.1920172,-118.1054786,24,24,Quercus agrifolia oxyadenia,Southern Coast Live Oak
12/18/2023,2023-12-19 23:59:22 UTC,2,"Santa Monica Mountains National Recreation Area, Calabasas, CA, US",34.10252783,-118.7073967,4,4,Quercus agrifolia,coast live oak
12/18/2023,2023-12-19 23:59:17 UTC,2,"Malibu Creek State Park, Calabasas, CA, US",34.09950283,-118.7142117,25,25,Quercus agrifolia,coast live oak
12/18/2023,2024-11-04 03:08:08 UTC,1,"San Gabriel Mountains National Monument, Glendora, CA, US",34.24224667,-117.8729467,4,4,Quercus agrifolia,coast live oak
3/17/2023,2024-05-27 18:18:38 UTC,1,"Lower Arroyo Park Area, Pasadena, CA, US",34.13800833,-118.166625,16,16,Quercus agrifolia,coast live oak
11/19/2023,2024-02-09 21:42:55 UTC,1,"Agoura Hills, CA, USA",34.13687256,-118.7290063,4,4,Quercus agrifolia,coast live oak
3/23/2020,2023-12-20 20:51:50 UTC,1,"Topanga, CA, USA",34.08826799,-118.627151,61,61,Quercus agrifolia,coast live oak
5/20/2023,2023-12-21 05:03:07 UTC,1,"Santa Ynez Canyon Trailhead - Topanga State Park, Santa Ynez Canyon Trail, Pacific Palisades, CA 90272, USA",34.0782231,-118.5674481,191,191,Quercus agrifolia,coast live oak
12/20/2023,2023-12-21 05:05:21 UTC,1,"N Santa Anita Ave, Arcadia, CA, US",34.14470901,-118.0309714,8,8,Quercus agrifolia,coast live oak
12/23/2023,2024-01-01 18:24:12 UTC,1,"Angeles National Forest, Tujunga, CA, US",34.29116333,-118.23358,8,8,Quercus agrifolia,coast live oak
12/23/2023,2023-12-23 20:20:57 UTC,2,"White Point Nature Preserve, Los Angeles, CA, US",33.71660149,-118.3150511,7,7,Quercus agrifolia,coast live oak
12/21/2023,2023-12-24 18:32:19 UTC,2,"North Arroyo, Pasadena, CA, USA",34.19405833,-118.1769333,4,4,Quercus agrifolia,coast live oak
12/25/2023,2023-12-26 16:15:07 UTC,1,"Griffith Park, Los Angeles, CA, US",34.13056667,-118.3072667,4,4,Quercus agrifolia,coast live oak
12/26/2023,2023-12-31 19:44:08 UTC,1,"Aliso Canyon Park, Los Angeles, CA, US",34.28579667,-118.529275,4,4,Quercus agrifolia,coast live oak
12/27/2023,2024-01-08 16:45:51 UTC,2,"Griffith Park, Los Angeles, CA, US",34.12050736,-118.2778516,7,7,Quercus agrifolia,coast live oak
12/26/2023,2024-11-24 06:46:36 UTC,1,"Decoro Dr, Santa Clarita, CA, US",34.44336333,-118.5367583,4,4,Quercus agrifolia,coast live oak
12/29/2023,2024-05-10 18:38:15 UTC,1,"Chevy Chase, Glendale, CA, US",34.16153333,-118.205095,7,7,Quercus agrifolia,coast live oak
12/29/2023,2024-05-10 18:38:15 UTC,1,"E Chevy Chase Dr, Glendale, CA, US",34.16071383,-118.2129283,52,52,Quercus agrifolia,coast live oak
12/29/2023,2023-12-30 02:27:35 UTC,1,"Santa Clarita Woodlands Park, Newhall, CA, US",34.34867833,-118.5455383,4,4,Quercus agrifolia,coast live oak
12/3/2023,2023-12-31 19:42:47 UTC,1,"Chinatown, Los Angeles, CA, USA",34.07056244,-118.2285737,4,4,Quercus agrifolia,coast live oak
12/30/2023,2023-12-31 16:16:11 UTC,2,"Los Angeles County, CA, USA",34.19333768,-118.1048105,8,8,Quercus agrifolia,coast live oak
12/31/2023,2024-01-02 13:30:48 UTC,2,"Topanga, CA, USA",34.09325256,-118.5884985,196,196,Quercus agrifolia,coast live oak
7/25/2023,2024-01-22 22:35:47 UTC,2,"Los Angeles County, CA, USA",34.07606944,-118.815475,107,107,Quercus agrifolia,coast live oak
1/2/2024,2024-01-03 06:22:31 UTC,1,"Bluff Creek Dr, Los Angeles, CA, US",33.96928,-118.424195,4,4,Quercus agrifolia,coast live oak
1/2/2024,2024-01-03 06:21:08 UTC,2,"La Cañada Flintridge, CA, US",34.22516381,-118.197493,6,6,Quercus agrifolia,coast live oak
1/3/2024,2024-01-12 00:27:50 UTC,2,"CA-14 N, Newhall, CA, US",34.37757442,-118.4703871,142,142,Quercus agrifolia agrifolia,California Live Oak
1/3/2024,2024-12-29 20:46:47 UTC,2,"Santa Clarita, CA 91321, USA",34.37713333,-118.4706417,6,6,Quercus agrifolia,coast live oak
1/3/2024,2024-12-29 20:46:41 UTC,1,"Santa Clarita, CA 91321, USA",34.37691355,-118.4709426,4,4,Quercus agrifolia,coast live oak
1/4/2024,2024-01-04 19:58:17 UTC,1,"Stoneview Nature Center, Culver City, CA, US",34.01424813,-118.3768429,4,4,Quercus agrifolia,coast live oak
1/2/2024,2024-01-06 04:32:35 UTC,1,"Ballona Discovery Park, Los Angeles, CA, US",33.96925333,-118.4239717,4,4,Quercus agrifolia,coast live oak
1/5/2024,2024-10-05 09:21:19 UTC,3,"Kinneloa Mesa, Pasadena, CA, US",34.182745,-118.0949778,4,4,Quercus agrifolia,coast live oak
1/6/2024,2024-10-05 09:22:26 UTC,2,"Forest Hill Dr, La Cañada Flintridge, CA, US",34.19660833,-118.2058633,4,4,Quercus agrifolia,coast live oak
1/7/2024,2024-01-08 05:15:52 UTC,1,"Sierra Madre, CA 91024, USA",34.19259046,-118.049126,445,445,Quercus agrifolia,coast live oak
1/7/2024,2024-01-09 22:01:12 UTC,2,"Los Angeles, CA 91411, USA",34.17949444,-118.4724667,,,Quercus agrifolia,coast live oak
1/7/2024,2024-01-08 03:27:05 UTC,1,"Ernest E. Debs Regional Park, Los Angeles, CA, US",34.10019167,-118.1997,4,4,Quercus agrifolia,coast live oak
1/7/2024,2024-01-08 17:51:13 UTC,1,"El Escorpión Park, Los Angeles, CA, US",34.1956496,-118.6609846,149,149,Quercus agrifolia,coast live oak
1/6/2024,2024-01-11 03:25:53 UTC,1,"Monrovia, CA, USA",34.15546944,-118.0078111,,,Quercus agrifolia,coast live oak
1/10/2024,2024-01-11 17:09:39 UTC,1,"Pasadena, CA 91103, USA",34.168509,-118.182739,,,Quercus agrifolia,coast live oak
1/11/2024,2024-08-29 18:36:45 UTC,1,"Harriman Ave, South Pasadena, CA, US",34.10166667,-118.17678,2,2,Quercus agrifolia,coast live oak
8/13/2023,2024-01-12 08:57:44 UTC,1,"Mulholland Dr, Los Angeles, CA, US",34.14975664,-118.6190069,4,4,Quercus agrifolia,coast live oak
1/12/2024,2024-01-22 22:27:19 UTC,2,"Malibu, CA 90265, USA",34.07012024,-118.9067536,194,194,Quercus agrifolia,coast live oak
1/13/2024,2024-01-15 04:25:03 UTC,0,"Glen Canyon Rd, Altadena, CA, US",34.18068,-118.100625,4,4,Quercus agrifolia,coast live oak
1/15/2024,2024-01-20 06:53:35 UTC,1,"Angeles National Forest, Los Angeles, CA, US",34.27931667,-118.2911083,4,4,Quercus agrifolia,coast live oak
10/9/2023,2024-01-18 03:52:55 UTC,1,"Griffith Park, Los Angeles, CA, US",34.11929717,-118.30375,4,4,Quercus agrifolia,coast live oak
1/15/2024,2024-01-17 05:04:36 UTC,1,"Beverly Hills, CA 90210, USA",34.11998333,-118.40715,,,Quercus agrifolia,coast live oak
1/15/2024,2024-01-16 22:15:09 UTC,1,"Placerita Canyon, Los Angeles County, CA, USA",34.37575833,-118.4637722,,,Quercus agrifolia,coast live oak
1/17/2024,2024-08-29 18:36:45 UTC,1,"Monterey Rd, Los Angeles, CA, US",34.10735283,-118.1837533,40,40,Quercus agrifolia,coast live oak
1/17/2024,2024-01-19 04:51:35 UTC,1,"Griffith Park, Los Angeles, CA, US",34.1372445,-118.3022083,5,5,Quercus agrifolia,coast live oak
1/19/2024,2024-01-20 03:57:08 UTC,2,"Northeast Los Angeles, Los Angeles, CA, USA",34.10979008,-118.2114045,87,87,Quercus agrifolia,coast live oak
1/20/2024,2024-01-22 19:50:52 UTC,1,"Santa Clarita, CA 91321, USA",34.346884,-118.528107,,,Quercus agrifolia,coast live oak
1/23/2024,2024-02-09 17:54:42 UTC,1,"Sepulveda Basin Wildlife Reserve, Los Angeles, CA, US",34.17993,-118.4814167,4,4,Quercus agrifolia,coast live oak
1/23/2024,2024-02-09 17:53:11 UTC,1,"Occidental College, Los Angeles, CA, US",34.12507217,-118.2104333,4,4,Quercus agrifolia,coast live oak
1/23/2024,2024-01-23 21:25:10 UTC,1,"Occidental College, Los Angeles, CA, US",34.1271656,-118.2098666,40,40,Quercus agrifolia,coast live oak
1/23/2024,2024-01-24 04:10:38 UTC,1,"Tuna Canyon Park, Topanga, CA, US",34.05540833,-118.6176217,4,4,Quercus agrifolia,coast live oak
1/23/2024,2024-02-09 17:53:34 UTC,1,"Occidental College, Los Angeles, CA, US",34.12682128,-118.2117664,49,49,Quercus agrifolia,coast live oak
1/23/2024,2024-02-09 17:53:40 UTC,1,"Occidental College, Los Angeles, CA, US",34.12999238,-118.2095166,4,4,Quercus agrifolia,coast live oak
11/23/2023,2024-02-09 17:47:53 UTC,1,"Angeles National Forest, Castaic, CA, US",34.61066568,-118.7498579,206,206,Quercus agrifolia agrifolia,California Live Oak
1/24/2024,2024-02-09 17:48:03 UTC,1,"Occidental College, Los Angeles, CA, US",34.12821863,-118.2105826,4,4,Quercus agrifolia,coast live oak
1/25/2024,2024-01-25 21:10:25 UTC,1,"Wilcox/Madison, Montebello, CA 90640, USA",34.0165496,-118.1242729,,,Quercus agrifolia,coast live oak
1/25/2024,2024-01-25 21:10:33 UTC,1,"Montebello, CA, USA",34.0189001,-118.1235617,,,Quercus agrifolia,coast live oak
1/25/2024,2024-02-09 17:48:20 UTC,2,"Occidental College, Los Angeles, CA, US",34.12637155,-118.2115132,4,4,Quercus agrifolia,coast live oak
1/25/2024,2024-01-28 18:28:04 UTC,1,"Santa Monica Mountains National Recreation Area, Malibu, CA, US",34.08807783,-118.8335583,4,4,Quercus agrifolia,coast live oak
1/27/2024,2024-02-09 17:46:44 UTC,2,"Occidental College, Los Angeles, CA, US",34.12902551,-118.2085814,4,4,Quercus agrifolia,coast live oak
1/27/2024,2024-01-27 23:04:45 UTC,1,"Los Angeles County, US-CA, US",34.02399231,-118.0386501,1344,28874,Quercus agrifolia,coast live oak
1/27/2024,2024-01-28 16:52:40 UTC,1,"Los Angeles County, US-CA, US",34.17756358,-118.122325,9482,28874,Quercus agrifolia,coast live oak
1/27/2024,2024-01-28 18:43:05 UTC,1,"La Crescenta, La Crescenta, CA, US",34.23825833,-118.234755,6,6,Quercus agrifolia,coast live oak
1/28/2024,2024-02-09 17:43:15 UTC,1,"Elysian Park Dr, Los Angeles, CA, US",34.08531939,-118.2453595,5,5,Quercus agrifolia,coast live oak
1/28/2024,2024-02-09 17:43:11 UTC,1,"Elysian Park Dr, Los Angeles, CA, US",34.08526376,-118.2453877,4,4,Quercus agrifolia,coast live oak
1/28/2024,2024-02-19 03:29:14 UTC,0,"Elysian Park Dr, Los Angeles, CA, US",34.08511247,-118.2454946,4,4,Quercus agrifolia,coast live oak
1/28/2024,2024-02-09 17:43:06 UTC,1,"Los Angeles, CA 90012, USA",34.08526752,-118.2453769,9,9,Quercus agrifolia,coast live oak
